CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
37682056038624,0621330,02551,Active,San Diego,Lemon Grove,Monterey Heights Elementary,7550 Canton Drive,7550 Canton Dr.,Lemon Grove,91945-2515,CA,7550 Canton Drive,7550 Canton Dr.,Lemon Grove,91945-2515,CA,(619) 825-5633,No Data,(619) 825-5784,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,N,No Data,32.722188,-117.03315,Rosaland,Turner,rturner@lemongrovesd.net,44448
37682056038632,0621330,02552,Active,San Diego,Lemon Grove,Mt. Vernon,8350 Mount Vernon Street,8350 Mount Vernon St.,Lemon Grove,91945-3336,CA,8350 Mount Vernon Street,8350 Mount Vernon St.,Lemon Grove,91945-3336,CA,(619) 825-5613,No Data,(619) 825-5788,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-8,N,N,N,No Data,32.732311,-117.02093,Dianne,Teglia,dteglia@lemongrovesd.net,44504
37682056038657,0621330,02554,Active,San Diego,Lemon Grove,San Altos Elementary,1750 Madera Street,1750 Madera St.,Lemon Grove,91945-2515,CA,1750 Madera Street,1750 Madera St.,Lemon Grove,91945-2515,CA,(619) 825-5621,No Data,(619) 825-5787,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,N,No Data,32.724107,-117.04534,Steve,Goldberg,sgoldberg@lemongrovesd.net,44372
37682056038665,0621330,02555,Active,San Diego,Lemon Grove,San Miguel Elementary,7059 San Miguel Avenue,7059 San Miguel Ave.,Lemon Grove,91945-2515,CA,7059 San Miguel Avenue,7059 San Miguel Ave.,Lemon Grove,91945-2515,CA,(619) 825-5619,No Data,(619) 825-5785,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,N,No Data,32.735134,-117.04597,Julie,Jones,jjones@lemongrovesd.net,44056
37682056038673,0621330,02556,Active,San Diego,Lemon Grove,Vista La Mesa Academy,3900 Violet Street,3900 Violet St.,La Mesa,91941-7542,CA,3900 Violet Street,3900 Violet St.,La Mesa,91941-7542,CA,(619) 825-5645,No Data,(619) 825-5783,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-8,K-8,N,N,N,No Data,32.748456,-117.04497,Tracie,Audifferen,taudifferen@lemongrovesd.net,44056
37682130000000,0626100,No Data,Active,San Diego,Mountain Empire Unified,No Data,3305 Buckman Springs Road,3305 Buckman Springs Rd.,Pine Valley,91962-4003,CA,3305 Buckman Springs Road,3305 Buckman Springs Rd.,Pine Valley,91962-4003,CA,(619) 473-9022,No Data,(619) 473-9728,patrick.keeley@meusd.org,http://meusd.k12.ca.us,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.734256,-116.49376,Patrick,Keeley,patrick.keeley@meusd.org,44425
37682130118711,0626100,13510,Active,San Diego,Mountain Empire Unified,Mountain Empire Special Education Preschool,3291 Buckman Springs Road,3291 Buckman Springs Rd.,Pine Valley,91962-4003,CA,3291 Buckman Springs Road,3291 Buckman Springs Rd.,Pine Valley,91962-4003,CA,(619) 473-9022,150,(619) 473-9728,No Data,No Data,39630,No Data,N,No Data,No Data,54,Unified School District,08,Preschool,TRAD,Traditional,ELEM,Elementary,P,K,N,No Data,N,No Data,32.757260,-116.49271,Bill,Dennett,bill.dennett@meusd.org,44425
37682130123224,0626100,12767,Active,San Diego,Mountain Empire Unified,San Diego Virtual,2878 Camino Del Rio South Suite 410,2878 Camino Del Rio South Ste. 410,San Diego,92108-3848,CA,2878 Camino Del Rio South Suite 410,2878 Camino Del Rio South Ste. 410,San Diego,92108-3848,CA,(619) 713-7271,No Data,(619) 308-6007,bmclaughlin@sdvirtualschools.com,No Data,40436,No Data,Y,1264,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,6-12,V,N,N,0601893,32.771347,-117.13032,Brennan,McLaughlin,bmclaughlin@sdvirtualschools.com,44504
37682130126995,0626100,13049,Active,San Diego,Mountain Empire Unified,Camp Lockett Middle,31360 Highway 94,31360 Highway 94,Campo,91906-3154,CA,31360 Highway 94,31360 Highway 94,Campo,91906-3154,CA,(619) 766-4464,No Data,(619) 766-4532,No Data,http://www.meusd.org,41144,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,32.616483,-116.47593,Gary,Brannon,gary.brannon@meusd.org,44425
37682130127001,0626100,13109,Active,San Diego,Mountain Empire Unified,Pine Valley Middle,7454 Pine Boulevard,7454 Pine Blvd.,Pine Valley,91962,CA,PO Box 571,PO Box 571,Pine Valley,91962,CA,(619) 473-9022,800,(619) 473-8026,No Data,http://www.meusd.org,41144,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,N,N,No Data,32.819591,-116.52548,Gary,Brannon,gbrannon@meusd.org,44425
37682130127084,0626100,13179,Active,San Diego,Mountain Empire Unified,Compass Charter Schools of San Diego,"850 Hampshire Road, Suite P","850 Hampshire Rd., Ste. P",Thousand Oaks,91361-2851,CA,"850 Hampshire Road, Suite P","850 Hampshire Rd., Ste. P",Thousand Oaks,91361-2851,CA,(855) 937-4227,No Data,(805) 590-7077,info@compasscharters.org,http://www.compasscharters.org,41136,No Data,Y,1454,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,F,N,Y,0601517,34.155677,-118.83082,JJ,Lewis,jlewis@compasscharters.org,44504
37682130129668,0626100,13837,Active,San Diego,Mountain Empire Unified,Motivated Youth Academy,100 E San Marcos Boulevard Ste 350,100 E San Marcos Blvd. Ste 350,San Marcos,92069-2989,CA,100 E San Marcos Boulevard Ste 350,100 E San Marcos Blvd. Ste 350,San Marcos,92069-2989,CA,(619) 535-2222,No Data,(760) 290-7022,bdobson@myacademy.org,http://www.myacademy.org,41821,No Data,Y,1628,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,0601639,33.141522,-117.16245,Bill,Dobson,bdobson@myacademy.org,44558
37682130136978,0626100,14348,Active,San Diego,Mountain Empire Unified,Elite Academic Academy - Mountain Empire,43414 Business Park Drive,43414 Business Park Dr.,Temecula,92590-5526,CA,43414 Business Park Drive,43414 Business Park Dr.,Temecula,92590-5526,CA,(866) 354-8302,No Data,No Data,mfreeman@eliteacademic.com,http://www.eliteacademic.com,43282,No Data,Y,1924,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,0602288,33.500210,-117.16110,Meghan,Freeman,mfreeman@eliteacademic.com,44349
37682130138636,0626100,14333,Active,San Diego,Mountain Empire Unified,JCS - Pine Valley,28876 Old Highway 80,28876 Old Highway 80,Pine Valley,91962,CA,PO Box 1438,PO Box 1438,Pine Valley,91962,CA,(619) 473-1300,No Data,(619) 473-1300,jcauzza@jcs-inc.org,http://www.jcs-inc.org,43332,No Data,Y,2021,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,0602366,32.821998,-116.52871,Connie,Masters,cmasters@jcs-inc.org,44582
37682133730934,0626100,02661,Active,San Diego,Mountain Empire Unified,Campo High (Continuation),3305 Buckman Springs Road,3305 Buckman Springs Rd.,Pine Valley,91962-4005,CA,3305 Buckman Springs Road,3305 Buckman Springs Rd.,Pine Valley,91962-4005,CA,(619) 478-2735,No Data,(619) 478-2609,No Data,No Data,34219,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,N,N,No Data,32.734352,-116.49294,Heather,Westgaard,heather.westgaard@meusd.org,44056
37682133730991,0626100,06496,Active,San Diego,Mountain Empire Unified,Hillside Junior/Senior High,3305 Buckman Springs Road,3305 Buckman Springs Rd.,Pine Valley,91962-4005,CA,3305 Buckman Springs Road,3305 Buckman Springs Rd.,Pine Valley,91962-4005,CA,(619) 478-2735,No Data,(619) 478-2609,No Data,No Data,34939,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,7-12,7-12,N,N,N,No Data,32.734352,-116.49294,Heather,Westgaard,heather.westgaard@meusd.org,44056
37682133731080,0626100,07309,Active,San Diego,Mountain Empire Unified,Cottonwood Community Day,3291 Buckman Springs Road,3291 Buckman Springs Rd.,Pine Valley,91962-4003,CA,3291 Buckman Springs Road,3291 Buckman Springs Rd.,Pine Valley,91962-4003,CA,(619) 473-9022,343,(619) 473-9728,No Data,No Data,35326,No Data,N,No Data,No Data,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,7-12,9-12,N,N,N,No Data,32.732694,-116.49425,Heather,Westgaard,heather.westgaard@meusd.org,43509
37682133734878,0626100,03906,Active,San Diego,Mountain Empire Unified,Mountain Empire High,3305 Buckman Springs Road,3305 Buckman Springs Rd.,Pine Valley,91962-4005,CA,3305 Buckman Springs Road,3305 Buckman Springs Rd.,Pine Valley,91962-4005,CA,(619) 473-8601,No Data,(619) 473-8038,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,32.734424,-116.49370,David,Rios,david.rios@meusd.org,44589
37682136038681,0626100,03900,Active,San Diego,Mountain Empire Unified,Campo Elementary,1654 Buckman Springs Road,1654 Buckman Springs Rd.,Campo,91906-2004,CA,1654 Buckman Springs Road,1654 Buckman Springs Rd.,Campo,91906-2004,CA,(619) 478-5583,No Data,(619) 478-5982,No Data,http://www.meusd.k12.ca.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-8,K-6,N,N,N,No Data,32.643626,-116.48561,Mona,Noren,mona.noren@meusd.org,44425
37682136038699,0626100,03902,Active,San Diego,Mountain Empire Unified,Descanso Elementary,24842 Viejas Boulevard,24842 Viejas Blvd.,Descanso,91916-9757,CA,24842 Viejas Boulevard,24842 Viejas Blvd.,Descanso,91916-9757,CA,(619) 445-2126,No Data,(619) 445-2292,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,N,No Data,32.858654,-116.61341,Shama,Lyons,shama.lyons@meusd.org,44425
37682136085054,0626100,03901,Active,San Diego,Mountain Empire Unified,Clover Flat Elementary,39639 Old Highway 80,39639 Old Highway 80,Boulevard,91905-9733,CA,39639 Old Highway 80,39639 Old Highway 80,Boulevard,91905-9733,CA,(619) 766-4655,No Data,(619) 766-4537,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,N,No Data,32.668361,-116.29589,Cheryl,Lugo,cheryl.lugo@meusd.org,44449
37682136097190,0626100,03909,Active,San Diego,Mountain Empire Unified,Potrero Elementary,24875 Potrero Valley Road,24875 Potrero Valley Rd.,Potrero,91963-4110,CA,24875 Potrero Valley Road,24875 Potrero Valley Rd.,Potrero,91963-4110,CA,(619) 478-5930,No Data,(619) 478-5821,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,N,No Data,32.610058,-116.61330,Christi,Martelli,christi.martelli@meusd.org,44425
37682210000000,0626670,No Data,Active,San Diego,National Elementary,No Data,1500 N Avenue,1500 N Ave.,National City,91950-4827,CA,1500 N Avenue,1500 N Ave.,National City,91950-4827,CA,(619) 336-7500,No Data,(619) 336-7505,lbrady@nsd.us,http://www.nsd.us,No Data,No Data,No Data,No Data,No Data,52,Elementary School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.673757,-117.09029,Leighangela,Brady,lbrady@nsd.us,44546
37682210101360,0626670,11237,Active,San Diego,National Elementary,Integrity Charter,701 National City Boulevard,701 National City Blvd.,National City,91950-1123,CA,701 National City Boulevard,701 National City Blvd.,National City,91950-1123,CA,(619) 336-0808,201,(619) 336-0807,No Data,No Data,37866,No Data,Y,0553,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,Y,0601928,32.676262,-117.10704,Susie,Fahey,sfahey@integritycharterschool.net,44582
37682210129734,0626670,14173,Active,San Diego,National Elementary,National School District Preschool,2401 East 24th Street,2401 East 24th St.,National City,91950-6162,CA,2401 East 24th Street,2401 East 24th St.,National City,91950-6162,CA,(619) 336-8670,No Data,(619) 336-8673,clawson@nsd.us,http://nsd.us,41778,No Data,N,No Data,No Data,52,Elementary School District,08,Preschool,SPEC,Special Education School,PS,Preschool,P,No Data,N,No Data,N,No Data,32.670265,-117.07596,Charmaine,Lawson,clawson@nsd.us,43402
37682216038731,0626670,04042,Active,San Diego,National Elementary,Central Elementary,933 E Avenue,933 E Ave.,National City,91950-3416,CA,933 E Avenue,933 E Ave.,National City,91950-3416,CA,(619) 336-7400,No Data,(619) 336-7455,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.676133,-117.10130,Steven,Sanchez,ssanchez@nsd.us,43509
37682216038749,0626670,04043,Active,San Diego,National Elementary,El Toyon Elementary,2000 East Division Street,2000 East Division St.,National City,91950-1823,CA,2000 East Division Street,2000 East Division St.,National City,91950-1823,CA,(619) 336-8000,No Data,(619) 336-8055,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.688436,-117.08889,Bryan,Vine,bvine@nsd.us,43509
37682216038756,0626670,04049,Active,San Diego,National Elementary,John A. Otis Elementary,621 East 18th Street,621 East 18th St.,National City,91950-4630,CA,621 East 18th Street,621 East 18th St.,National City,91950-4630,CA,(619) 336-8800,No Data,(619) 336-8855,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.669036,-117.09720,Leticia,Segura,lsegura@nsd.us,43509
37682216038764,0626670,04044,Active,San Diego,National Elementary,Ira Harbison,3235 EastEighth Street,3235 EastEighth St.,National City,91950-3116,CA,3235 EastEighth Street,3235 EastEighth St.,National City,91950-3116,CA,(619) 336-8200,No Data,(619) 336-8255,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.685779,-117.07317,Meghann,Young,myoung@nsd.us,44056
37682216038772,0626670,04045,Active,San Diego,National Elementary,Kimball,302 West 18th Street,302 West 18th St.,National City,91950-5526,CA,302 West 18th Street,302 West 18th St.,National City,91950-5526,CA,(619) 336-8300,No Data,(619) 336-8355,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.666367,-117.10637,Luz,Vicario,lvicario@nsd.us,43509
37682216038780,0626670,04046,Active,San Diego,National Elementary,Las Palmas,1900 East 18th Street,1900 East 18th St.,National City,91950-5013,CA,1900 East 18th Street,1900 East 18th St.,National City,91950-5013,CA,(619) 336-8500,No Data,(619) 336-8555,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.672498,-117.08437,Sonia,Ruan,sruan@nsd.us,43509
37682216038798,0626670,04047,Active,San Diego,National Elementary,Lincoln Acres,2200 Lanoitan Avenue,2200 Lanoitan Ave.,National City,91950-6298,CA,2200 Lanoitan Avenue,2200 Lanoitan Ave.,National City,91950-6298,CA,(619) 336-8600,No Data,(619) 336-8655,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,N,No Data,32.671255,-117.07569,Kathy,Melanese,rruiz@nsd.us,44054
37682216038806,0626670,04048,Active,San Diego,National Elementary,Olivewood,2505 F Avenue,2505 F Ave.,National City,91950-7017,CA,2505 F Avenue,2505 F Ave.,National City,91950-7017,CA,(619) 336-8700,No Data,(619) 336-8755,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.662903,-117.09498,Linnette,Castañeda,lcastaneda@nsd.us,43509
37682216038814,0626670,04050,Active,San Diego,National Elementary,Palmer Way,2900 Palmer Street,2900 Palmer St.,National City,91950-5251,CA,2900 Palmer Street,2900 Palmer St.,National City,91950-5251,CA,(619) 336-8900,No Data,(619) 336-8955,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.679585,-117.07477,Alfonso,Denegri,adenegri@nsd.us,43509
37682216108559,0626670,09590,Active,San Diego,National Elementary,Rancho de la Nacion,1830 East Division Street,1830 East Division St.,National City,91950-1850,CA,1830 East Division Street,1830 East Division St.,National City,91950-1850,CA,(619) 336-8100,No Data,(619) 336-8155,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.687964,-117.09059,Daniza,Montero,dmontero@nsd.us,44546
37682960000000,0631530,No Data,Active,San Diego,Poway Unified,No Data,15250 Avenue of Science,15250 Avenue of Science,San Diego,92128-3406,CA,15250 Avenue of Science,15250 Avenue of Science,San Diego,92128-3406,CA,(858) 521-2800,No Data,(858) 485-1075,mgodman@powayusd.com,http://www.powayusd.com,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.992958,-117.08126,Marian,Kim-Phelps,mkimphelps@powayusd.com,44070
37682960102822,0631530,11133,Active,San Diego,Poway Unified,Stone Ranch Elementary,16150 4S Ranch Parkway,16150 4S Ranch Pkwy.,San Diego,92127-4431,CA,16150 4S Ranch Parkway,16150 4S Ranch Pkwy.,San Diego,92127-4431,CA,(858) 487-8474,No Data,(858) 487-6225,No Data,http://www.powayusd.com/pusdsres,38225,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.005421,-117.11572,Larry,Hausner,lhausner@powayusd.com,44449
37682960108332,0631530,11134,Active,San Diego,Poway Unified,Oak Valley Middle,16055 Winecreek Road,16055 Winecreek Rd.,San Diego,92127-3719,CA,16055 Winecreek Road,16055 Winecreek Rd.,San Diego,92127-3719,CA,(858) 487-2939,No Data,(858) 487-0991,No Data,http://www.powayusd.com/pusdovms,38589,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,C,N,N,No Data,32.999254,-117.10980,Colin,Young,coyoung@powayusd.com,44056
37682960111187,0631530,11757,Active,San Diego,Poway Unified,Monterey Ridge Elementary,17117 4S Ranch Parkway,17117 4S Ranch Pkwy.,San Diego,92127-8853,CA,17117 4S Ranch Parkway,17117 4S Ranch Pkwy.,San Diego,92127-8853,CA,(858) 487-6887,No Data,(858) 487-2050,No Data,http://www.powayusd.com/pusdmres,38953,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.026400,-117.10940,Sal,Embry,sembry@powayusd.com,44056
37682960116475,0631530,12196,Active,San Diego,Poway Unified,Del Sur Elementary,15665 Paseo Del Sur,15665 Paseo Del Sur,San Diego,92127-6144,CA,15665 Paseo Del Sur,15665 Paseo Del Sur,San Diego,92127-6144,CA,(858) 674-6200,No Data,(858) 759-6915,dojohnson@powayusd.com,http://www.powayusd.com/pusddses,39679,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.018500,-117.14056,Eric,Takeshita,etakeshita@powayusd.com,44056
